,state,state_po,state_fips,county_name,county_fips,candidate,party,candidatevotes,totalvotes
0,ALABAMA,AL,1,AUTAUGA,1001.0,THIRD-PARTY,OTH,567.0,1414238
1,ALABAMA,AL,1,AUTAUGA,1001.0,WILL BOYD,DEM,3814.0,1414238
2,ALABAMA,AL,1,AUTAUGA,1001.0,KATIE BRITT,REP,13359.0,1414238
3,ALABAMA,AL,1,BALDWIN,1003.0,THIRD-PARTY,OTH,2218.0,1414238
4,ALABAMA,AL,1,BALDWIN,1003.0,WILL BOYD,DEM,11478.0,1414238
5,ALABAMA,AL,1,BALDWIN,1003.0,KATIE BRITT,REP,59501.0,1414238
6,ALABAMA,AL,1,BARBOUR,1005.0,THIRD-PARTY,OTH,62.0,1414238
7,ALABAMA,AL,1,BARBOUR,1005.0,WILL BOYD,DEM,2620.0,1414238
8,ALABAMA,AL,1,BARBOUR,1005.0,KATIE BRITT,REP,3861.0,1414238
9,ALABAMA,AL,1,BIBB,1007.0,THIRD-PARTY,OTH,204.0,1414238
10,ALABAMA,AL,1,BIBB,1007.0,WILL BOYD,DEM,971.0,1414238
11,ALABAMA,AL,1,BIBB,1007.0,KATIE BRITT,REP,4694.0,1414238
12,ALABAMA,AL,1,BLOUNT,1009.0,THIRD-PARTY,OTH,552.0,1414238
13,ALABAMA,AL,1,BLOUNT,1009.0,WILL BOYD,DEM,1130.0,1414238
14,ALABAMA,AL,1,BLOUNT,1009.0,KATIE BRITT,REP,14904.0,1414238
15,ALABAMA,AL,1,BULLOCK,1011.0,THIRD-PARTY,OTH,32.0,1414238
16,ALABAMA,AL,1,BULLOCK,1011.0,KATIE BRITT,REP,785.0,1414238
17,ALABAMA,AL,1,BULLOCK,1011.0,WILL BOYD,DEM,1827.0,1414238
18,ALABAMA,AL,1,BUTLER,1013.0,THIRD-PARTY,OTH,81.0,1414238
19,ALABAMA,AL,1,BUTLER,1013.0,WILL BOYD,DEM,2039.0,1414238
20,ALABAMA,AL,1,BUTLER,1013.0,KATIE BRITT,REP,3789.0,1414238
21,ALABAMA,AL,1,CALHOUN,1015.0,THIRD-PARTY,OTH,708.0,1414238
22,ALABAMA,AL,1,CALHOUN,1015.0,WILL BOYD,DEM,7365.0,1414238
23,ALABAMA,AL,1,CALHOUN,1015.0,KATIE BRITT,REP,22008.0,1414238
24,ALABAMA,AL,1,CHAMBERS,1017.0,THIRD-PARTY,OTH,185.0,1414238
25,ALABAMA,AL,1,CHAMBERS,1017.0,WILL BOYD,DEM,2997.0,1414238
26,ALABAMA,AL,1,CHAMBERS,1017.0,KATIE BRITT,REP,5917.0,1414238
27,ALABAMA,AL,1,CHEROKEE,1019.0,THIRD-PARTY,OTH,127.0,1414238
28,ALABAMA,AL,1,CHEROKEE,1019.0,WILL BOYD,DEM,761.0,1414238
29,ALABAMA,AL,1,CHEROKEE,1019.0,KATIE BRITT,REP,6947.0,1414238
30,ALABAMA,AL,1,CHILTON,1021.0,THIRD-PARTY,OTH,371.0,1414238
31,ALABAMA,AL,1,CHILTON,1021.0,WILL BOYD,DEM,1407.0,1414238
32,ALABAMA,AL,1,CHILTON,1021.0,KATIE BRITT,REP,10386.0,1414238
33,ALABAMA,AL,1,CHOCTAW,1023.0,THIRD-PARTY,OTH,57.0,1414238
34,ALABAMA,AL,1,CHOCTAW,1023.0,WILL BOYD,DEM,1899.0,1414238
35,ALABAMA,AL,1,CHOCTAW,1023.0,KATIE BRITT,REP,3198.0,1414238
36,ALABAMA,AL,1,CLARKE,1025.0,THIRD-PARTY,OTH,58.0,1414238
37,ALABAMA,AL,1,CLARKE,1025.0,WILL BOYD,DEM,3613.0,1414238
38,ALABAMA,AL,1,CLARKE,1025.0,KATIE BRITT,REP,5348.0,1414238
39,ALABAMA,AL,1,CLAY,1027.0,THIRD-PARTY,OTH,100.0,1414238
40,ALABAMA,AL,1,CLAY,1027.0,WILL BOYD,DEM,505.0,1414238
41,ALABAMA,AL,1,CLAY,1027.0,KATIE BRITT,REP,3628.0,1414238
42,ALABAMA,AL,1,CLEBURNE,1029.0,THIRD-PARTY,OTH,84.0,1414238
43,ALABAMA,AL,1,CLEBURNE,1029.0,WILL BOYD,DEM,308.0,1414238
44,ALABAMA,AL,1,CLEBURNE,1029.0,KATIE BRITT,REP,4212.0,1414238
45,ALABAMA,AL,1,COFFEE,1031.0,THIRD-PARTY,OTH,289.0,1414238
46,ALABAMA,AL,1,COFFEE,1031.0,WILL BOYD,DEM,2298.0,1414238
47,ALABAMA,AL,1,COFFEE,1031.0,KATIE BRITT,REP,11411.0,1414238
48,ALABAMA,AL,1,COLBERT,1033.0,THIRD-PARTY,OTH,327.0,1414238
49,ALABAMA,AL,1,COLBERT,1033.0,WILL BOYD,DEM,4181.0,1414238
50,ALABAMA,AL,1,COLBERT,1033.0,KATIE BRITT,REP,12748.0,1414238
51,ALABAMA,AL,1,CONECUH,1035.0,THIRD-PARTY,OTH,41.0,1414238
52,ALABAMA,AL,1,CONECUH,1035.0,WILL BOYD,DEM,1830.0,1414238
53,ALABAMA,AL,1,CONECUH,1035.0,KATIE BRITT,REP,2564.0,1414238
54,ALABAMA,AL,1,COOSA,1037.0,THIRD-PARTY,OTH,112.0,1414238
55,ALABAMA,AL,1,COOSA,1037.0,WILL BOYD,DEM,1042.0,1414238
56,ALABAMA,AL,1,COOSA,1037.0,KATIE BRITT,REP,2662.0,1414238
57,ALABAMA,AL,1,COVINGTON,1039.0,THIRD-PARTY,OTH,131.0,1414238
58,ALABAMA,AL,1,COVINGTON,1039.0,WILL BOYD,DEM,1289.0,1414238
59,ALABAMA,AL,1,COVINGTON,1039.0,KATIE BRITT,REP,9852.0,1414238
60,ALABAMA,AL,1,CRENSHAW,1041.0,THIRD-PARTY,OTH,60.0,1414238
61,ALABAMA,AL,1,CRENSHAW,1041.0,WILL BOYD,DEM,895.0,1414238
62,ALABAMA,AL,1,CRENSHAW,1041.0,KATIE BRITT,REP,3607.0,1414238
63,ALABAMA,AL,1,CULLMAN,1043.0,THIRD-PARTY,OTH,944.0,1414238
64,ALABAMA,AL,1,CULLMAN,1043.0,WILL BOYD,DEM,1951.0,1414238
65,ALABAMA,AL,1,CULLMAN,1043.0,KATIE BRITT,REP,23228.0,1414238
66,ALABAMA,AL,1,DALE,1045.0,THIRD-PARTY,OTH,215.0,1414238
67,ALABAMA,AL,1,DALE,1045.0,WILL BOYD,DEM,2326.0,1414238
68,ALABAMA,AL,1,DALE,1045.0,KATIE BRITT,REP,9458.0,1414238
69,ALABAMA,AL,1,DALLAS,1047.0,THIRD-PARTY,OTH,111.0,1414238
70,ALABAMA,AL,1,DALLAS,1047.0,KATIE BRITT,REP,3888.0,1414238
71,ALABAMA,AL,1,DALLAS,1047.0,WILL BOYD,DEM,7312.0,1414238
72,ALABAMA,AL,1,DEKALB,1049.0,THIRD-PARTY,OTH,255.0,1414238
73,ALABAMA,AL,1,DEKALB,1049.0,WILL BOYD,DEM,1679.0,1414238
74,ALABAMA,AL,1,DEKALB,1049.0,KATIE BRITT,REP,15200.0,1414238
75,ALABAMA,AL,1,ELMORE,1051.0,THIRD-PARTY,OTH,706.0,1414238
76,ALABAMA,AL,1,ELMORE,1051.0,WILL BOYD,DEM,4866.0,1414238
77,ALABAMA,AL,1,ELMORE,1051.0,KATIE BRITT,REP,20167.0,1414238
78,ALABAMA,AL,1,ESCAMBIA,1053.0,THIRD-PARTY,OTH,121.0,1414238
79,ALABAMA,AL,1,ESCAMBIA,1053.0,WILL BOYD,DEM,2247.0,1414238
80,ALABAMA,AL,1,ESCAMBIA,1053.0,KATIE BRITT,REP,7284.0,1414238
81,ALABAMA,AL,1,ETOWAH,1055.0,THIRD-PARTY,OTH,568.0,1414238
82,ALABAMA,AL,1,ETOWAH,1055.0,WILL BOYD,DEM,4925.0,1414238
83,ALABAMA,AL,1,ETOWAH,1055.0,KATIE BRITT,REP,20599.0,1414238
84,ALABAMA,AL,1,FAYETTE,1057.0,THIRD-PARTY,OTH,114.0,1414238
85,ALABAMA,AL,1,FAYETTE,1057.0,WILL BOYD,DEM,690.0,1414238
86,ALABAMA,AL,1,FAYETTE,1057.0,KATIE BRITT,REP,4697.0,1414238
87,ALABAMA,AL,1,FRANKLIN,1059.0,THIRD-PARTY,OTH,121.0,1414238
88,ALABAMA,AL,1,FRANKLIN,1059.0,WILL BOYD,DEM,770.0,1414238
89,ALABAMA,AL,1,FRANKLIN,1059.0,KATIE BRITT,REP,6547.0,1414238
90,ALABAMA,AL,1,GENEVA,1061.0,THIRD-PARTY,OTH,102.0,1414238
91,ALABAMA,AL,1,GENEVA,1061.0,WILL BOYD,DEM,763.0,1414238
92,ALABAMA,AL,1,GENEVA,1061.0,KATIE BRITT,REP,7113.0,1414238
93,ALABAMA,AL,1,GREENE,1063.0,THIRD-PARTY,OTH,32.0,1414238
94,ALABAMA,AL,1,GREENE,1063.0,KATIE BRITT,REP,597.0,1414238
95,ALABAMA,AL,1,GREENE,1063.0,WILL BOYD,DEM,2337.0,1414238
96,ALABAMA,AL,1,HALE,1065.0,THIRD-PARTY,OTH,85.0,1414238
97,ALABAMA,AL,1,HALE,1065.0,KATIE BRITT,REP,2298.0,1414238
98,ALABAMA,AL,1,HALE,1065.0,WILL BOYD,DEM,2790.0,1414238
99,ALABAMA,AL,1,HENRY,1067.0,THIRD-PARTY,OTH,87.0,1414238
100,ALABAMA,AL,1,HENRY,1067.0,WILL BOYD,DEM,1560.0,1414238
101,ALABAMA,AL,1,HENRY,1067.0,KATIE BRITT,REP,5085.0,1414238
102,ALABAMA,AL,1,HOUSTON,1069.0,THIRD-PARTY,OTH,508.0,1414238
103,ALABAMA,AL,1,HOUSTON,1069.0,WILL BOYD,DEM,5854.0,1414238
104,ALABAMA,AL,1,HOUSTON,1069.0,KATIE BRITT,REP,21246.0,1414238
105,ALABAMA,AL,1,JACKSON,1071.0,THIRD-PARTY,OTH,237.0,1414238
106,ALABAMA,AL,1,JACKSON,1071.0,WILL BOYD,DEM,1518.0,1414238
107,ALABAMA,AL,1,JACKSON,1071.0,KATIE BRITT,REP,11617.0,1414238
108,ALABAMA,AL,1,JEFFERSON,1073.0,THIRD-PARTY,OTH,5238.0,1414238
109,ALABAMA,AL,1,JEFFERSON,1073.0,KATIE BRITT,REP,91802.0,1414238
110,ALABAMA,AL,1,JEFFERSON,1073.0,WILL BOYD,DEM,100792.0,1414238
111,ALABAMA,AL,1,LAMAR,1075.0,THIRD-PARTY,OTH,60.0,1414238
112,ALABAMA,AL,1,LAMAR,1075.0,WILL BOYD,DEM,447.0,1414238
113,ALABAMA,AL,1,LAMAR,1075.0,KATIE BRITT,REP,3869.0,1414238
114,ALABAMA,AL,1,LAUDERDALE,1077.0,THIRD-PARTY,OTH,542.0,1414238
115,ALABAMA,AL,1,LAUDERDALE,1077.0,WILL BOYD,DEM,5453.0,1414238
116,ALABAMA,AL,1,LAUDERDALE,1077.0,KATIE BRITT,REP,19893.0,1414238
117,ALABAMA,AL,1,LAWRENCE,1079.0,THIRD-PARTY,OTH,239.0,1414238
118,ALABAMA,AL,1,LAWRENCE,1079.0,WILL BOYD,DEM,1916.0,1414238
119,ALABAMA,AL,1,LAWRENCE,1079.0,KATIE BRITT,REP,8573.0,1414238
120,ALABAMA,AL,1,LEE,1081.0,THIRD-PARTY,OTH,1158.0,1414238
121,ALABAMA,AL,1,LEE,1081.0,WILL BOYD,DEM,12458.0,1414238
122,ALABAMA,AL,1,LEE,1081.0,KATIE BRITT,REP,26966.0,1414238
123,ALABAMA,AL,1,LIMESTONE,1083.0,THIRD-PARTY,OTH,881.0,1414238
124,ALABAMA,AL,1,LIMESTONE,1083.0,WILL BOYD,DEM,7037.0,1414238
125,ALABAMA,AL,1,LIMESTONE,1083.0,KATIE BRITT,REP,23422.0,1414238
126,ALABAMA,AL,1,LOWNDES,1085.0,THIRD-PARTY,OTH,60.0,1414238
127,ALABAMA,AL,1,LOWNDES,1085.0,KATIE BRITT,REP,1277.0,1414238
128,ALABAMA,AL,1,LOWNDES,1085.0,WILL BOYD,DEM,2734.0,1414238
129,ALABAMA,AL,1,MACON,1087.0,THIRD-PARTY,OTH,87.0,1414238
130,ALABAMA,AL,1,MACON,1087.0,KATIE BRITT,REP,1153.0,1414238
131,ALABAMA,AL,1,MACON,1087.0,WILL BOYD,DEM,4131.0,1414238
132,ALABAMA,AL,1,MADISON,1089.0,THIRD-PARTY,OTH,3947.0,1414238
133,ALABAMA,AL,1,MADISON,1089.0,WILL BOYD,DEM,45976.0,1414238
134,ALABAMA,AL,1,MADISON,1089.0,KATIE BRITT,REP,70577.0,1414238
135,ALABAMA,AL,1,MARENGO,1091.0,THIRD-PARTY,OTH,82.0,1414238
136,ALABAMA,AL,1,MARENGO,1091.0,WILL BOYD,DEM,3375.0,1414238
137,ALABAMA,AL,1,MARENGO,1091.0,KATIE BRITT,REP,3807.0,1414238
138,ALABAMA,AL,1,MARION,1093.0,THIRD-PARTY,OTH,160.0,1414238
139,ALABAMA,AL,1,MARION,1093.0,WILL BOYD,DEM,591.0,1414238
140,ALABAMA,AL,1,MARION,1093.0,KATIE BRITT,REP,7636.0,1414238
141,ALABAMA,AL,1,MARSHALL,1095.0,THIRD-PARTY,OTH,555.0,1414238
142,ALABAMA,AL,1,MARSHALL,1095.0,WILL BOYD,DEM,2461.0,1414238
143,ALABAMA,AL,1,MARSHALL,1095.0,KATIE BRITT,REP,21211.0,1414238
144,ALABAMA,AL,1,MOBILE,1097.0,THIRD-PARTY,OTH,2456.0,1414238
145,ALABAMA,AL,1,MOBILE,1097.0,WILL BOYD,DEM,40266.0,1414238
146,ALABAMA,AL,1,MOBILE,1097.0,KATIE BRITT,REP,64378.0,1414238
147,ALABAMA,AL,1,MONROE,1099.0,THIRD-PARTY,OTH,78.0,1414238
148,ALABAMA,AL,1,MONROE,1099.0,WILL BOYD,DEM,2678.0,1414238
149,ALABAMA,AL,1,MONROE,1099.0,KATIE BRITT,REP,4270.0,1414238
150,ALABAMA,AL,1,MONTGOMERY,1101.0,THIRD-PARTY,OTH,1279.0,1414238
151,ALABAMA,AL,1,MONTGOMERY,1101.0,KATIE BRITT,REP,22741.0,1414238
152,ALABAMA,AL,1,MONTGOMERY,1101.0,WILL BOYD,DEM,33685.0,1414238
153,ALABAMA,AL,1,MORGAN,1103.0,THIRD-PARTY,OTH,916.0,1414238
154,ALABAMA,AL,1,MORGAN,1103.0,WILL BOYD,DEM,5879.0,1414238
155,ALABAMA,AL,1,MORGAN,1103.0,KATIE BRITT,REP,25310.0,1414238
156,ALABAMA,AL,1,PERRY,1105.0,THIRD-PARTY,OTH,54.0,1414238
157,ALABAMA,AL,1,PERRY,1105.0,KATIE BRITT,REP,898.0,1414238
158,ALABAMA,AL,1,PERRY,1105.0,WILL BOYD,DEM,2224.0,1414238
159,ALABAMA,AL,1,PICKENS,1107.0,THIRD-PARTY,OTH,98.0,1414238
160,ALABAMA,AL,1,PICKENS,1107.0,WILL BOYD,DEM,2248.0,1414238
161,ALABAMA,AL,1,PICKENS,1107.0,KATIE BRITT,REP,4225.0,1414238
162,ALABAMA,AL,1,PIKE,1109.0,THIRD-PARTY,OTH,115.0,1414238
163,ALABAMA,AL,1,PIKE,1109.0,WILL BOYD,DEM,2661.0,1414238
164,ALABAMA,AL,1,PIKE,1109.0,KATIE BRITT,REP,5359.0,1414238
165,ALABAMA,AL,1,RANDOLPH,1111.0,THIRD-PARTY,OTH,115.0,1414238
166,ALABAMA,AL,1,RANDOLPH,1111.0,WILL BOYD,DEM,991.0,1414238
167,ALABAMA,AL,1,RANDOLPH,1111.0,KATIE BRITT,REP,5471.0,1414238
168,ALABAMA,AL,1,RUSSELL,1113.0,THIRD-PARTY,OTH,180.0,1414238
169,ALABAMA,AL,1,RUSSELL,1113.0,WILL BOYD,DEM,5398.0,1414238
170,ALABAMA,AL,1,RUSSELL,1113.0,KATIE BRITT,REP,5967.0,1414238
171,ALABAMA,AL,1,SHELBY,1117.0,THIRD-PARTY,OTH,2836.0,1414238
172,ALABAMA,AL,1,SHELBY,1117.0,WILL BOYD,DEM,16276.0,1414238
173,ALABAMA,AL,1,SHELBY,1117.0,KATIE BRITT,REP,50762.0,1414238
174,ALABAMA,AL,1,ST. CLAIR,1115.0,THIRD-PARTY,OTH,938.0,1414238
175,ALABAMA,AL,1,ST. CLAIR,1115.0,WILL BOYD,DEM,3933.0,1414238
176,ALABAMA,AL,1,ST. CLAIR,1115.0,KATIE BRITT,REP,23049.0,1414238
177,ALABAMA,AL,1,SUMTER,1119.0,THIRD-PARTY,OTH,29.0,1414238
178,ALABAMA,AL,1,SUMTER,1119.0,KATIE BRITT,REP,1163.0,1414238
179,ALABAMA,AL,1,SUMTER,1119.0,WILL BOYD,DEM,2684.0,1414238
180,ALABAMA,AL,1,TALLADEGA,1121.0,THIRD-PARTY,OTH,460.0,1414238
181,ALABAMA,AL,1,TALLADEGA,1121.0,WILL BOYD,DEM,6891.0,1414238
182,ALABAMA,AL,1,TALLADEGA,1121.0,KATIE BRITT,REP,14269.0,1414238
183,ALABAMA,AL,1,TALLAPOOSA,1123.0,THIRD-PARTY,OTH,233.0,1414238
184,ALABAMA,AL,1,TALLAPOOSA,1123.0,WILL BOYD,DEM,2914.0,1414238
185,ALABAMA,AL,1,TALLAPOOSA,1123.0,KATIE BRITT,REP,10421.0,1414238
186,ALABAMA,AL,1,TUSCALOOSA,1125.0,THIRD-PARTY,OTH,1156.0,1414238
187,ALABAMA,AL,1,TUSCALOOSA,1125.0,WILL BOYD,DEM,18591.0,1414238
188,ALABAMA,AL,1,TUSCALOOSA,1125.0,KATIE BRITT,REP,31879.0,1414238
189,ALABAMA,AL,1,WALKER,1127.0,THIRD-PARTY,OTH,532.0,1414238
190,ALABAMA,AL,1,WALKER,1127.0,WILL BOYD,DEM,2083.0,1414238
191,ALABAMA,AL,1,WALKER,1127.0,KATIE BRITT,REP,15206.0,1414238
192,ALABAMA,AL,1,WASHINGTON,1129.0,THIRD-PARTY,OTH,54.0,1414238
193,ALABAMA,AL,1,WASHINGTON,1129.0,WILL BOYD,DEM,1267.0,1414238
194,ALABAMA,AL,1,WASHINGTON,1129.0,KATIE BRITT,REP,4557.0,1414238
195,ALABAMA,AL,1,WILCOX,1131.0,THIRD-PARTY,OTH,37.0,1414238
196,ALABAMA,AL,1,WILCOX,1131.0,KATIE BRITT,REP,1329.0,1414238
197,ALABAMA,AL,1,WILCOX,1131.0,WILL BOYD,DEM,2446.0,1414238
198,ALABAMA,AL,1,WINSTON,1133.0,THIRD-PARTY,OTH,191.0,1414238
199,ALABAMA,AL,1,WINSTON,1133.0,WILL BOYD,DEM,403.0,1414238
200,ALABAMA,AL,1,WINSTON,1133.0,KATIE BRITT,REP,6309.0,1414238
201,ARIZONA,AZ,4,APACHE,4001.0,THIRD-PARTY,OTH,551.0,2572294
202,ARIZONA,AZ,4,APACHE,4001.0,BLAKE MASTERS,REP,8163.0,2572294
203,ARIZONA,AZ,4,APACHE,4001.0,MARK KELLY,DEM,18005.0,2572294
204,ARIZONA,AZ,4,COCHISE,4003.0,THIRD-PARTY,OTH,1450.0,2572294
205,ARIZONA,AZ,4,COCHISE,4003.0,MARK KELLY,DEM,20002.0,2572294
206,ARIZONA,AZ,4,COCHISE,4003.0,BLAKE MASTERS,REP,25539.0,2572294
207,ARIZONA,AZ,4,COCONINO,4005.0,THIRD-PARTY,OTH,1212.0,2572294
208,ARIZONA,AZ,4,COCONINO,4005.0,BLAKE MASTERS,REP,18697.0,2572294
209,ARIZONA,AZ,4,COCONINO,4005.0,MARK KELLY,DEM,35149.0,2572294
210,ARIZONA,AZ,4,GILA,4007.0,THIRD-PARTY,OTH,602.0,2572294
211,ARIZONA,AZ,4,GILA,4007.0,MARK KELLY,DEM,7984.0,2572294
212,ARIZONA,AZ,4,GILA,4007.0,BLAKE MASTERS,REP,13958.0,2572294
213,ARIZONA,AZ,4,GRAHAM,4009.0,THIRD-PARTY,OTH,255.0,2572294
214,ARIZONA,AZ,4,GRAHAM,4009.0,MARK KELLY,DEM,3243.0,2572294
215,ARIZONA,AZ,4,GRAHAM,4009.0,BLAKE MASTERS,REP,7388.0,2572294
216,ARIZONA,AZ,4,GREENLEE,4011.0,THIRD-PARTY,OTH,100.0,2572294
217,ARIZONA,AZ,4,GREENLEE,4011.0,MARK KELLY,DEM,970.0,2572294
218,ARIZONA,AZ,4,GREENLEE,4011.0,BLAKE MASTERS,REP,1392.0,2572294
219,ARIZONA,AZ,4,LA PAZ,4012.0,THIRD-PARTY,OTH,163.0,2572294
220,ARIZONA,AZ,4,LA PAZ,4012.0,MARK KELLY,DEM,1711.0,2572294
221,ARIZONA,AZ,4,LA PAZ,4012.0,BLAKE MASTERS,REP,3656.0,2572294
222,ARIZONA,AZ,4,MARICOPA,4013.0,THIRD-PARTY,OTH,31162.0,2572294
223,ARIZONA,AZ,4,MARICOPA,4013.0,BLAKE MASTERS,REP,710491.0,2572294
224,ARIZONA,AZ,4,MARICOPA,4013.0,MARK KELLY,DEM,809573.0,2572294
225,ARIZONA,AZ,4,MOHAVE,4015.0,THIRD-PARTY,OTH,2122.0,2572294
226,ARIZONA,AZ,4,MOHAVE,4015.0,MARK KELLY,DEM,21040.0,2572294
227,ARIZONA,AZ,4,MOHAVE,4015.0,BLAKE MASTERS,REP,58737.0,2572294
228,ARIZONA,AZ,4,NAVAJO,4017.0,THIRD-PARTY,OTH,936.0,2572294
229,ARIZONA,AZ,4,NAVAJO,4017.0,MARK KELLY,DEM,18724.0,2572294
230,ARIZONA,AZ,4,NAVAJO,4017.0,BLAKE MASTERS,REP,20970.0,2572294
231,ARIZONA,AZ,4,PIMA,4019.0,THIRD-PARTY,OTH,7559.0,2572294
232,ARIZONA,AZ,4,PIMA,4019.0,BLAKE MASTERS,REP,144936.0,2572294
233,ARIZONA,AZ,4,PIMA,4019.0,MARK KELLY,DEM,248230.0,2572294
234,ARIZONA,AZ,4,PINAL,4021.0,THIRD-PARTY,OTH,3657.0,2572294
235,ARIZONA,AZ,4,PINAL,4021.0,MARK KELLY,DEM,62009.0,2572294
236,ARIZONA,AZ,4,PINAL,4021.0,BLAKE MASTERS,REP,78820.0,2572294
237,ARIZONA,AZ,4,SANTA CRUZ,4023.0,THIRD-PARTY,OTH,306.0,2572294
238,ARIZONA,AZ,4,SANTA CRUZ,4023.0,BLAKE MASTERS,REP,3892.0,2572294
239,ARIZONA,AZ,4,SANTA CRUZ,4023.0,MARK KELLY,DEM,8988.0,2572294
240,ARIZONA,AZ,4,YAVAPAI,4025.0,THIRD-PARTY,OTH,2641.0,2572294
241,ARIZONA,AZ,4,YAVAPAI,4025.0,MARK KELLY,DEM,45258.0,2572294
242,ARIZONA,AZ,4,YAVAPAI,4025.0,BLAKE MASTERS,REP,75752.0,2572294
243,ARIZONA,AZ,4,YUMA,4027.0,THIRD-PARTY,OTH,1243.0,2572294
244,ARIZONA,AZ,4,YUMA,4027.0,MARK KELLY,DEM,21141.0,2572294
245,ARIZONA,AZ,4,YUMA,4027.0,BLAKE MASTERS,REP,23917.0,2572294
246,ARKANSAS,AR,5,ARKANSAS,5001.0,THIRD-PARTY,OTH,105.0,1802612
247,ARKANSAS,AR,5,ARKANSAS,5001.0,NATALIE JAMES,DEM,1012.0,1802612
248,ARKANSAS,AR,5,ARKANSAS,5001.0,JOHN BOOZMAN,REP,3342.0,1802612
249,ARKANSAS,AR,5,ASHLEY,5003.0,THIRD-PARTY,OTH,80.0,1802612
250,ARKANSAS,AR,5,ASHLEY,5003.0,NATALIE JAMES,DEM,1251.0,1802612
251,ARKANSAS,AR,5,ASHLEY,5003.0,JOHN BOOZMAN,REP,4103.0,1802612
252,ARKANSAS,AR,5,BAXTER,5005.0,THIRD-PARTY,OTH,443.0,1802612
253,ARKANSAS,AR,5,BAXTER,5005.0,NATALIE JAMES,DEM,2940.0,1802612
254,ARKANSAS,AR,5,BAXTER,5005.0,JOHN BOOZMAN,REP,12207.0,1802612
255,ARKANSAS,AR,5,BENTON,5007.0,THIRD-PARTY,OTH,3288.0,1802612
256,ARKANSAS,AR,5,BENTON,5007.0,NATALIE JAMES,DEM,28336.0,1802612
257,ARKANSAS,AR,5,BENTON,5007.0,JOHN BOOZMAN,REP,58938.0,1802612
258,ARKANSAS,AR,5,BOONE,5009.0,THIRD-PARTY,OTH,533.0,1802612
259,ARKANSAS,AR,5,BOONE,5009.0,NATALIE JAMES,DEM,1979.0,1802612
260,ARKANSAS,AR,5,BOONE,5009.0,JOHN BOOZMAN,REP,10174.0,1802612
261,ARKANSAS,AR,5,BRADLEY,5011.0,THIRD-PARTY,OTH,63.0,1802612
262,ARKANSAS,AR,5,BRADLEY,5011.0,NATALIE JAMES,DEM,730.0,1802612
263,ARKANSAS,AR,5,BRADLEY,5011.0,JOHN BOOZMAN,REP,1824.0,1802612
264,ARKANSAS,AR,5,CALHOUN,5013.0,THIRD-PARTY,OTH,33.0,1802612
265,ARKANSAS,AR,5,CALHOUN,5013.0,NATALIE JAMES,DEM,281.0,1802612
266,ARKANSAS,AR,5,CALHOUN,5013.0,JOHN BOOZMAN,REP,1269.0,1802612
267,ARKANSAS,AR,5,CARROLL,5015.0,THIRD-PARTY,OTH,327.0,1802612
268,ARKANSAS,AR,5,CARROLL,5015.0,NATALIE JAMES,DEM,2835.0,1802612
269,ARKANSAS,AR,5,CARROLL,5015.0,JOHN BOOZMAN,REP,5867.0,1802612
270,ARKANSAS,AR,5,CHICOT,5017.0,THIRD-PARTY,OTH,41.0,1802612
271,ARKANSAS,AR,5,CHICOT,5017.0,NATALIE JAMES,DEM,1653.0,1802612
272,ARKANSAS,AR,5,CHICOT,5017.0,JOHN BOOZMAN,REP,1687.0,1802612
273,ARKANSAS,AR,5,CLARK,5019.0,THIRD-PARTY,OTH,153.0,1802612
274,ARKANSAS,AR,5,CLARK,5019.0,NATALIE JAMES,DEM,2267.0,1802612
275,ARKANSAS,AR,5,CLARK,5019.0,JOHN BOOZMAN,REP,3685.0,1802612
276,ARKANSAS,AR,5,CLAY,5021.0,THIRD-PARTY,OTH,139.0,1802612
277,ARKANSAS,AR,5,CLAY,5021.0,NATALIE JAMES,DEM,698.0,1802612
278,ARKANSAS,AR,5,CLAY,5021.0,JOHN BOOZMAN,REP,3080.0,1802612
279,ARKANSAS,AR,5,CLEBURNE,5023.0,THIRD-PARTY,OTH,348.0,1802612
280,ARKANSAS,AR,5,CLEBURNE,5023.0,NATALIE JAMES,DEM,1342.0,1802612
281,ARKANSAS,AR,5,CLEBURNE,5023.0,JOHN BOOZMAN,REP,8336.0,1802612
282,ARKANSAS,AR,5,CLEVELAND,5025.0,THIRD-PARTY,OTH,65.0,1802612
283,ARKANSAS,AR,5,CLEVELAND,5025.0,NATALIE JAMES,DEM,380.0,1802612
284,ARKANSAS,AR,5,CLEVELAND,5025.0,JOHN BOOZMAN,REP,2343.0,1802612
285,ARKANSAS,AR,5,COLUMBIA,5027.0,THIRD-PARTY,OTH,124.0,1802612
286,ARKANSAS,AR,5,COLUMBIA,5027.0,NATALIE JAMES,DEM,1752.0,1802612
287,ARKANSAS,AR,5,COLUMBIA,5027.0,JOHN BOOZMAN,REP,4177.0,1802612
288,ARKANSAS,AR,5,CONWAY,5029.0,THIRD-PARTY,OTH,212.0,1802612
289,ARKANSAS,AR,5,CONWAY,5029.0,NATALIE JAMES,DEM,1856.0,1802612
290,ARKANSAS,AR,5,CONWAY,5029.0,JOHN BOOZMAN,REP,4648.0,1802612
291,ARKANSAS,AR,5,CRAIGHEAD,5031.0,THIRD-PARTY,OTH,1004.0,1802612
292,ARKANSAS,AR,5,CRAIGHEAD,5031.0,NATALIE JAMES,DEM,7882.0,1802612
